Timestamp,Flow Rate,Pressure Level,Latitude,Longitude
2024-05-31 12:00:00,9.49607644893651,21.102410565100676,12.910835920153966,77.56081427769882
2024-05-31 12:00:00,2.536540970048647,24.261677937273618,12.961110878500293,77.5407814074842
2024-05-31 12:00:00,7.336166782133676,47.922486083307014,12.965206873832631,77.47542775575673
2024-05-31 12:00:00,1.0497457003598092,24.337005062539188,12.908900977768232,77.50154048317178
2024-05-31 12:00:00,6.409123382934457,46.870488318445844,12.993759560849954,77.43559003627922
2024-05-31 12:00:00,6.97723008091478,16.85964703271086,12.972848560339434,77.52273551811767
2024-05-31 12:00:00,8.183016055083025,43.10976295608518,12.974800645274613,77.58244367830152
2024-05-31 12:00:00,9.565748592108553,30.61103956112906,12.913164489154989,77.5155197708248
2024-05-31 12:00:00,2.558090999647397,17.85892977697428,12.964073257465762,77.54725707261555
2024-05-31 12:00:00,1.1169756170428795,18.132855901082436,12.954857409058302,77.53022237287193
2024-05-31 12:00:00,5.818927089107342,37.325589463511925,12.919792047630725,77.5791151568574
2024-05-31 12:00:00,1.780154461229731,49.450045470446796,12.965766032694184,77.40463539036205
2024-05-31 12:00:00,6.413116036891743,27.175371710420556,12.954059913395275,77.49619532564536
2024-05-31 12:00:00,8.728118791042732,11.12224167509023,12.9753278159993,77.56867286382695
2024-05-31 12:00:00,9.882044394880797,28.640473561377785,12.995433735850673,77.46261697670259
2024-05-31 12:00:00,8.819179507196433,39.96131868839776,12.935077411981775,77.56985826645061
2024-05-31 12:00:00,5.424574691428394,39.34165570373634,12.941411346616173,77.41241306725516
2024-05-31 12:00:00,3.055795629327771,40.13838047079954,12.932717354888881,77.4553552517865
2024-05-31 12:00:00,5.076614820055777,41.186673682394826,12.955765935761798,77.43041591051299
2024-05-31 12:00:00,9.339337823751663,36.477362310118124,12.995705929269784,77.47216057762412
2024-05-31 12:00:00,6.904332538015171,26.332260377581264,12.966498348903853,77.41982612076222
2024-05-31 12:00:00,7.502776029360153,41.74376177900743,12.97134052447288,77.54605315597412
2024-05-31 12:00:00,4.488306844578124,26.510499845004812,12.975794539178134,77.54299425559857
2024-05-31 12:00:00,5.347476410760393,25.192804462750487,12.947236460667046,77.56905341855797
2024-05-31 12:00:00,6.350556815727737,26.100096539041576,12.967414094246163,77.40254871377736
2024-05-31 12:00:00,2.1882900677705504,16.012846114968966,12.990989686843726,77.44350279447951
2024-05-31 12:00:00,7.1654964009602855,12.579826263576344,12.981476265647354,77.41961822545285
2024-05-31 12:00:00,9.45916012939886,22.476450098899853,12.986253376798315,77.59811286107424
2024-05-31 12:00:00,0.8363325316884727,11.7268200213562,12.942857758357217,77.5399141703023
2024-05-31 12:00:00,9.937419722358909,45.31672262358357,12.95963519169334,77.5382456825031
